plant name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,,Synthetic Accessibility
 annonamuricata,Epomurinin B,CCCCCCCCCCCCCCCCCCC1OC1CCCCCCCCCCC1=C[C@@H](OC1=O)C,C35H64O3,532.88,38,0,0.91,28,3,0,168.03,38.83,8.18,14.53,11.18,6.75,12.5,10.63,-10.45,1.89E-08,3.55E-11,Insoluble,-15.44,1.92E-13,3.59E-16,Insoluble,-11.46,1.87E-09,3.51E-12,Insoluble,Low,No,Yes,No,No,No,No,No,0.77,2,4,1,1,2,0.17,0,1,3,6.49,
 annonamuricata,Gigantetrocin,CCCCCCCCCCCCCC[C@@H]([C@H](CC[C@@H]([C@@H]1CC[C@@H](O1)CCCCC[C@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.61,8.78,7.06,3.46,8.88,6.96,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Muricadienin,CCCCCCCCCCCCC=CCCC=CCCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C35H62O2,514.87,37,0,0.8,27,2,0,168.11,26.3,8.3,14.73,11.74,7.44,12.77,11,-10.53,1.52E-08,2.95E-11,Insoluble,-15.39,2.10E-13,4.08E-16,Insoluble,-11.02,4.95E-09,9.62E-12,Insoluble,Low,No,Yes,No,No,No,No,No,1.02,2,4,1,1,2,0.17,0,1,3,5.95,
 annonamuricata,Muricatenol,CCCCCCCCCCCCCCC[C@H]([C@@H](CCC=CCCCC(CCCCCC(CC1=CC(OC1=O)C)O)O)O)O,C37H68O6,608.93,43,0,0.86,30,6,4,182.84,107.22,7.86,10.44,8.63,4.52,10.81,8.45,-8.21,3.73E-06,6.13E-09,Poorly soluble,-12.64,1.41E-10,2.31E-13,Insoluble,-8.7,1.21E-06,1.98E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-2.6,2,4,1,1,3,0.17,0,1,3,7.36,
 annonamuricata,Muricin J,CCCCCCCCCCCC[C@@H]([C@H]1CC[C@@H](O1)[C@@H](CC(CCCCCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.9,8.97,7.06,3.46,8.88,7.05,-7.48,2.00E-05,3.34E-08,Poorly soluble,-11.3,2.96E-09,4.96E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.57,1,4,1,1,2,0.55,0,0,3,7.38,
 annonamuricata,Muricin K,CCCCCCCC(CCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCCCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,7.13,8.42,7.06,3.46,8.88,6.99,-7.13,4.43E-05,7.43E-08,Poorly soluble,-10.73,1.10E-08,1.84E-11,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.96,1,4,1,1,2,0.55,0,0,3,7.36,
 annonamuricata,Muricin L,CCCCCCCC[C@H]([C@H](CC[C@@H]([C@@H]1CC[C@H](O1)CCCCCCCCCCC[C@@H](CC1=C[C@@H](OC1=O)C)O)O)O)O,C35H64O7,596.88,42,0,0.91,26,7,4,172.67,116.45,6.46,8.78,7.06,3.46,8.88,6.93,-7.36,2.63E-05,4.41E-08,Poorly soluble,-11.11,4.66E-09,7.80E-12,Insoluble,-7.4,2.39E-05,4.00E-08,Poorly soluble,Low,No,No,No,No,No,No,Yes,-3.71,1,4,1,1,2,0.55,0,0,3,7.34,
 annonamuricata,Muridienin 3,CCCCCCCCCCCCCCCCC=CCCC=CCCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H66O2,542.92,39,0,0.81,29,2,0,177.72,26.3,8.43,15.81,12.52,7.8,13.65,11.64,-11.25,3.04E-09,5.59E-12,Insoluble,-16.51,1.68E-14,3.09E-17,Insoluble,-11.79,8.76E-10,1.61E-12,Insoluble,Low,No,Yes,No,No,No,No,No,1.61,2,4,1,1,2,0.17,0,1,3,6.2,
 annonamuricata,Muridienin 4,CCCCCCCCCCCCC=CCCC=CCCCCCCCCCCCCCCC1=C[C@@H](OC1=O)C,C37H66O2,542.92,39,0,0.81,29,2,0,177.72,26.3,8.52,15.81,12.52,7.8,13.65,11.66,-11.25,3.04E-09,5.59E-12,Insoluble,-16.51,1.68E-14,3.09E-17,Insoluble,-11.79,8.76E-10,1.61E-12,Insoluble,Low,No,Yes,No,No,No,No,No,1.61,2,4,1,1,2,0.17,0,1,3,6.2,
 annonamuricata,trans-annomuricin-D-one,CCCCCCCCCCCC[C@H]([C@H]1CC[C@@H](O1)[C@@H](CCC(C(CCCCCC[C@@H]1C[C@H](C(=O)O1)CC(=O)C)O)O)O)O,C35H64O8,612.88,43,0,0.94,26,8,4,173.35,133.52,6.21,7.29,6.32,2.67,8.46,6.19,-6.52,1.87E-04,3.04E-07,Poorly soluble,-9.92,7.37E-08,1.20E-10,Poorly soluble,-6.94,7.05E-05,1.15E-07,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.86,1,4,1,2,3,0.55,0,0,3,6.91,
Artemisia annua,Cineol,C[C@]12CC[C@H](CC1)C(O2)(C)C,C10H18O,154.25,11,0,1,0,1,0,47.12,9.23,2.58,2.74,2.74,2.45,2.86,2.67,-2.52,4.63E-01,3.00E-03,Soluble,-2.59,3.98E-01,2.58E-03,Soluble,-2.45,5.45E-01,3.53E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.3,0,1,0,0,2,0.55,0,0,1,3.65,
Artemisia annua,(+)-Spathulenol,C=C1CC[C@@H]2[C@H]([C@@H]3[C@H]1CC[C@]3(C)O)C2(C)C,C15H24O,220.35,16,0,0.87,0,1,1,68.34,20.23,3,3.11,3.39,3.67,3.27,3.29,-3.17,1.51E-01,6.83E-04,Soluble,-3.2,1.38E-01,6.26E-04,Soluble,-2.96,2.39E-01,1.09E-03,Soluble,High,Yes,No,No,Yes,No,No,No,-5.44,0,0,0,0,1,0.55,0,1,1,3.78,
Artemisia annua,m-Thymol,Cc1ccc(c(c1)O)C(C)C,C10H14O,150.22,11,6,0.4,1,1,1,48.01,20.23,2.32,3.3,2.82,2.76,2.79,2.8,-3.19,9.74E-02,6.49E-04,Soluble,-3.4,5.97E-02,3.98E-04,Soluble,-3.01,1.46E-01,9.71E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-4.87,0,1,0,0,2,0.55,0,0,1,1,
Artemisia annua,Carvacrol,CC(c1ccc(c(c1)O)C)C,C10H14O,150.22,11,6,0.4,1,1,1,48.01,20.23,2.24,3.49,2.82,2.76,2.79,2.82,-3.31,7.40E-02,4.92E-04,Soluble,-3.6,3.79E-02,2.53E-04,Soluble,-3.01,1.46E-01,9.71E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-4.74,0,1,0,0,2,0.55,0,0,1,1,
Artemisia annua,gamma-Eudesmol,CC1=C2C[C@@H](CC[C@]2(CCC1)C)C(O)(C)C,C15H26O,222.37,16,0,0.87,1,1,1,70.46,20.23,3.15,3.39,4.06,3.67,3.75,3.6,-3.29,1.14E-01,5.15E-04,Soluble,-3.49,7.13E-02,3.21E-04,Soluble,-3.41,8.57E-02,3.85E-04,Soluble,High,Yes,No,No,No,No,No,No,-5.25,0,0,0,0,1,0.55,0,1,1,3.88,
Artemisia annua,Salicylic acid,OC(=O)c1ccccc1O,C7H6O3,138.12,10,6,0,1,3,2,35.42,57.53,1.13,2.26,1.09,0.99,0.74,1.24,-2.5,4.39E-01,3.18E-03,Soluble,-3.1,1.09E-01,7.86E-04,Soluble,-1.17,9.40E+00,6.81E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.54,0,3,0,0,1,0.85,0,0,1,1,
Artemisia annua,cis-3-Hexen-1-ol,OCC/C=C\CC,C6H12O,100.16,7,0,0.67,3,1,1,31.64,20.23,1.92,1.31,1.33,1.39,1.1,1.41,-1.09,8.17E+00,8.16E-02,Very soluble,-1.34,4.63E+00,4.62E-02,Very soluble,-0.92,1.21E+01,1.21E-01,Soluble,High,Yes,No,No,No,No,No,No,-5.98,0,3,0,0,2,0.55,0,1,1,2.25,
Artemisia annua,Hexan-1-ol,CCCCCCO,C6H14O,102.17,7,0,1,4,1,1,32.12,20.23,2.03,2.03,1.56,1.53,1.28,1.69,-1.49,3.32E+00,3.25E-02,Very soluble,-2.08,8.45E-01,8.27E-03,Soluble,-1.64,2.34E+00,2.29E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.48,0,2,0,0,2,0.55,0,0,1,1.07,
Artemisia annua,Eugenol,C=CCc1ccc(c(c1)OC)O,C10H12O2,164.2,12,6,0.2,3,2,1,49.06,29.46,2.37,2.27,2.13,2.01,2.48,2.25,-2.46,5.69E-01,3.47E-03,Soluble,-2.53,4.90E-01,2.98E-03,Soluble,-2.79,2.65E-01,1.61E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-5.69,0,0,0,0,1,0.55,0,1,1,1.58,
Artemisia annua,Luteolin,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.86,2.53,2.28,-0.03,2.03,1.73,-3.71,5.63E-02,1.97E-04,Soluble,-4.51,8.84E-03,3.09E-05,Moderately soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.25,0,0,0,0,0,0.55,1,1,0,3.02,
Artemisia annua,(+)-alpha-Pinene,CC1=CC[C@H]2C[C@@H]1C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.63,4.48,3,4.29,2.79,3.44,-3.51,4.24E-02,3.11E-04,Soluble,-4.2,8.59E-03,6.31E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.95,1,1,0,0,2,0.55,0,1,2,4.44,
Artemisia annua,(+)-beta-Pinene,C=C1CC[C@H]2C[C@@H]1C2(C)C,C10H16,136.23,10,0,0.8,0,0,0,45.22,0,2.59,4.16,3,4.29,3.08,3.42,-3.31,6.74E-02,4.95E-04,Soluble,-3.87,1.85E-02,1.36E-04,Soluble,-2.48,4.55E-01,3.34E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-4.18,1,1,0,0,2,0.55,0,1,2,3.73,
Artemisia annua,(+)-Camphor,O=C1C[C@@H]2C([C@@]1(C)CC2)(C)C,C10H16O,152.23,11,0,0.9,0,1,0,45.64,17.07,2.12,2.19,2.4,2.3,2.85,2.37,-2.16,1.04E+00,6.86E-03,Soluble,-2.18,1.00E+00,6.57E-03,Soluble,-2.6,3.83E-01,2.52E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.67,0,1,0,0,2,0.55,0,0,1,3.22,
Artemisia annua,(+)-trans-Sabinene hydrate,CC([C@@]12CC[C@]([C@H]2C1)(C)O)C,C10H18O,154.25,11,0,1,1,1,1,46.9,20.23,2.47,2.12,2.19,2.45,2.44,2.33,-2.07,1.33E+00,8.59E-03,Soluble,-2.18,1.03E+00,6.67E-03,Soluble,-1.91,1.92E+00,1.24E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.74,0,1,0,0,2,0.55,0,0,1,2.82,
Artemisia annua,trans-Pinocarveol,C=C1[C@@H](O)C[C@H]2C[C@@H]1C2(C)C,C10H16O,152.23,11,0,0.8,0,1,1,46.38,20.23,2.32,1.79,1.97,2.3,2.15,2.11,-1.91,1.87E+00,1.23E-02,Very soluble,-1.83,2.23E+00,1.47E-02,Very soluble,-1.69,3.14E+00,2.07E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.96,0,1,0,0,2,0.55,0,1,1,3.7,
Artemisia annua,(+)-trans-Sabinol,CC([C@]12C[C@@H]2C(=C)[C@@H](C1)O)C,C10H16O,152.23,11,0,0.8,1,1,1,46.38,20.23,2.16,1.79,1.97,2.3,2.31,2.11,-1.85,2.17E+00,1.43E-02,Very soluble,-1.83,2.23E+00,1.47E-02,Very soluble,-1.69,3.14E+00,2.07E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.96,0,1,0,0,2,0.55,0,1,1,3.02,
Artemisia annua,(Z)-beta-Ocimene,C=C/C(=C\CC=C(C)C)/C,C10H16,136.23,10,0,0.4,3,0,0,48.76,0,2.91,4.26,3.48,3.56,2.88,3.42,-3.17,9.20E-02,6.75E-04,Soluble,-3.97,1.45E-02,1.07E-04,Soluble,-2.04,1.24E+00,9.10E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,0,2,2,3.63,
Artemisia annua,beta-Myrcene,C=CC(=C)CCC=C(C)C,C10H16,136.23,10,0,0.4,4,0,0,48.76,0,2.89,4.17,3.48,3.56,3.05,3.43,-3.05,1.22E-01,8.96E-04,Soluble,-3.88,1.80E-02,1.32E-04,Soluble,-2.42,5.24E-01,3.85E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.17,0,1,0,0,2,0.55,0,2,2,2.85,
Artemisia annua,alpha-Terpinolene,CC1=CCC(=C(C)C)CC1,C10H16,136.23,10,0,0.6,0,0,0,47.12,0,2.71,4.47,3.45,3.27,3.08,3.4,-3.5,4.30E-02,3.16E-04,Soluble,-4.19,8.80E-03,6.46E-05,Moderately soluble,-2.46,4.73E-01,3.48E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.96,0,1,0,0,2,0.55,0,1,2,2.98,
Artemisia annua,Farnesyl pyrophosphate,C/C(=C\COP(=O)(OP(=O)(O)O)O)/CC/C=C(/CCC=C(C)C)\C,C15H28O7P2,382.33,24,0,0.6,11,7,3,95.78,132.91,2.71,4.47,4.63,3.27,3.08,3.4,-3.5,4.30E-02,3.16E-04,Soluble,-4.19,8.80E-03,6.46E-05,Moderately soluble,-2.46,4.73E-01,3.48E-03,Soluble,Low,Yes,No,No,No,Yes,No,No,-3.96,0,1,0,0,2,0.55,0,1,2,2.98,
Artemisia annua,(Z)-Jasmone,CC/C=C\CC1=C(C)CCC1=O,C11H16O,164.24,12,0,0.55,3,1,0,52.13,17.07,2.54,2.2,3.02,2.39,3.45,2.72,-2.05,1.48E+00,8.99E-03,Soluble,-2.19,1.05E+00,6.42E-03,Soluble,-2.79,2.65E-01,1.61E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.74,0,0,0,0,2,0.55,0,1,1,2.98,
Artemisia annua,Coumarin,O=c1ccc2c(o1)cccc2,C9H6O2,146.14,11,10,0,0,2,0,42.48,30.21,1.75,1.39,1.79,1.65,2.5,1.82,-2.29,7.42E-01,5.08E-03,Soluble,-1.63,3.44E+00,2.35E-02,Very soluble,-3.59,3.77E-02,2.58E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.2,0,2,0,0,1,0.55,0,1,1,2.74,
Artemisia annua,"6,7-Dimethoxycoumarin",COc1cc2oc(=O)ccc2cc1OC,C11H10O4,206.19,15,10,0.18,2,4,0,55.47,48.67,2.23,1.71,1.81,1.05,2.42,1.84,-2.56,5.72E-01,2.77E-03,Soluble,-2.35,9.26E-01,4.49E-03,Soluble,-3.87,2.76E-02,1.34E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.34,0,0,0,0,0,0.55,0,1,1,2.77,
Artemisia annua,Scopoletin,COc1cc2ccc(=O)oc2cc1O,C10H8O4,192.17,14,10,0.1,1,4,1,51,59.67,1.86,1.53,1.51,0.76,1.94,1.52,-2.46,6.70E-01,3.48E-03,Soluble,-2.39,7.79E-01,4.06E-03,Soluble,-3.17,1.31E-01,6.81E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-6.39,0,0,0,0,1,0.55,0,1,1,2.62,
Artemisia annua,7-(beta-D-glucopyranosyloxy)-6-methoxycoumarin,OC[C@H]1O[C@@H](Oc2cc3oc(=O)ccc3cc2OC)[C@@H]([C@H]([C@@H]1O)O)O,C16H18O9,354.31,25,10,0.44,4,9,4,83.12,138.82,1.34,-1.05,-1.02,-1.23,-0.2,-0.43,-1.41,1.39E+01,3.92E-02,Very soluble,-1.38,1.49E+01,4.20E-02,Very soluble,-1.52,1.07E+01,3.03E-02,Soluble,Low,No,No,No,No,No,No,No,-9.21,0,1,0,1,0,0.55,0,1,1,4.85,
Artemisia annua,Chrysanthenone,CC1=CC[C@@H]2C(=O)[C@H]1C2(C)C,C10H14O,150.22,11,0,0.7,0,1,0,45.42,17.07,2.09,1.71,2.18,2.2,2.45,2.12,-1.85,2.13E+00,1.42E-02,Very soluble,-1.68,3.11E+00,2.07E-02,Very soluble,-2.13,1.12E+00,7.43E-03,Soluble,High,Yes,No,No,No,No,No,No,-6,0,1,0,0,2,0.55,0,1,1,4.6,
Artemisia annua,Cumin aldehyde,O=Cc1ccc(cc1)C(C)C,C10H12O,148.2,11,6,0.3,2,1,0,46.41,17.07,2.03,2.37,2.62,2.4,2.96,2.48,-2.52,4.44E-01,3.00E-03,Soluble,-2.37,6.34E-01,4.28E-03,Soluble,-3.15,1.05E-01,7.11E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-5.52,0,1,0,0,2,0.55,0,1,1,1,
Artemisia annua,4-Cymene,Cc1ccc(cc1)C(C)C,C10H14,134.22,10,6,0.4,1,0,0,45.99,0,2.51,4.1,3.12,4.47,3.29,3.5,-3.63,3.12E-02,2.33E-04,Soluble,-3.81,2.10E-02,1.56E-04,Soluble,-3.57,3.58E-02,2.67E-04,Soluble,Low,Yes,No,No,No,No,Yes,No,-4.21,1,1,0,0,2,0.55,0,0,2,1,
Artemisia annua,Linalool,C=C[C@@](CCC=C(C)C)(O)C,C10H18O,154.25,11,0,0.6,4,1,1,50.44,20.23,2.71,2.97,2.67,2.59,2.35,2.66,-2.4,6.09E-01,3.95E-03,Soluble,-3.06,1.35E-01,8.75E-04,Soluble,-1.84,2.20E+00,1.43E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.13,0,1,0,0,2,0.55,0,1,1,2.74,
Artemisia annua,Linalyl acetate,C=C[C@](OC(=O)C)(CCC=C(C)C)C,C12H20O2,196.29,14,0,0.58,6,2,0,60.17,26.3,3.11,3.93,3.24,2.95,2.98,3.24,-3.14,1.43E-01,7.30E-04,Soluble,-4.18,1.29E-02,6.58E-05,Moderately soluble,-2.52,5.97E-01,3.04E-03,Soluble,High,Yes,No,No,No,No,No,No,-4.71,0,0,0,0,1,0.55,0,1,2,2.75,
Artemisia annua,alpha-Phellandrene,CC1=CC[C@@H](C=C1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.65,3.21,3.16,3.27,2.55,2.97,-2.64,3.11E-01,2.29E-03,Soluble,-2.88,1.79E-01,1.31E-03,Soluble,-1.78,2.27E+00,1.67E-02,Soluble,Low,Yes,No,No,No,No,No,No,-4.85,0,1,0,0,2,0.55,0,0,1,4.15,
Artemisia annua,alpha-Terpinene,CC1=CC=C(CC1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.7,4.25,3.31,3.27,2.95,3.3,-3.3,6.89E-02,5.06E-04,Soluble,-3.96,1.49E-02,1.09E-04,Soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,0,0,2,3.63,
Artemisia annua,gamma-Terpinene,CC1=CCC(=CC1)C(C)C,C10H16,136.23,10,0,0.6,1,0,0,47.12,0,2.73,4.5,3.31,3.27,2.95,3.35,-3.45,4.79E-02,3.52E-04,Soluble,-4.22,8.19E-03,6.01E-05,Moderately soluble,-2.23,8.06E-01,5.92E-03,Soluble,Low,Yes,No,No,No,No,No,No,-3.94,0,1,0,0,2,0.55,0,1,2,3.11,
Artemisia annua,beta-Caryophyllene,CC1=CCCC(=C)[C@@H]2[C@@H](CC1)C(C2)(C)C,C15H24,204.35,15,0,0.73,0,0,0,68.78,0,3.29,4.38,4.73,4.63,4.19,4.24,-3.87,2.78E-02,1.36E-04,Soluble,-4.1,1.64E-02,8.01E-05,Moderately soluble,-3.77,3.49E-02,1.71E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.44,1,0,0,0,1,0.55,0,1,2,4.51,
Artemisia annua,Cedrol,C[C@@H]1CC[C@@H]2[C@@]31CC[C@@]([C@H](C3)C2(C)C)(C)O,C15H26O,222.37,16,0,1,0,1,1,68.56,20.23,2.99,3.88,3.61,3.81,3.4,3.54,-3.66,4.83E-02,2.17E-04,Soluble,-4,2.21E-02,9.95E-05,Moderately soluble,-3.18,1.46E-01,6.55E-04,Soluble,High,Yes,No,No,No,Yes,No,No,-4.9,0,0,0,0,1,0.55,0,0,2,4.39,
Artemisia annua,Copaene,CC([C@H]1CC[C@@]2([C@@H]3[C@H]1[C@H]2C(=CC3)C)C)C,C15H24,204.35,15,0,0.87,1,0,0,67.14,0,3.33,4.47,4.27,5.65,3.73,4.29,-3.86,2.84E-02,1.39E-04,Soluble,-4.19,1.32E-02,6.46E-05,Moderately soluble,-3.07,1.74E-01,8.51E-04,Soluble,Low,Yes,No,Yes,Yes,Yes,No,No,-4.37,1,0,0,0,1,0.55,0,1,2,4.62,
Artemisia annua,alpha-Farnesene,C=C/C(=C/C/C=C(/CCC=C(C)C)\C)/C,C15H24,204.35,15,0,0.47,6,0,0,72.32,0,3.89,6.12,5.2,4.84,4.76,4.96,-4.57,5.54E-03,2.71E-05,Moderately soluble,-5.9,2.56E-04,1.25E-06,Moderately soluble,-3.37,8.82E-02,4.32E-04,Soluble,Low,No,No,Yes,No,Yes,No,No,-3.2,1,0,0,0,2,0.55,0,2,2,3.72,
Artemisia annua,trans-beta-Farnesene,C=CC(=C)CC/C=C(/CCC=C(C)C)\C,C15H24,204.35,15,0,0.47,7,0,0,72.32,0,3.86,6.03,5.2,4.84,4.93,4.97,-4.44,7.35E-03,3.60E-05,Moderately soluble,-5.81,3.18E-04,1.55E-06,Moderately soluble,-3.74,3.73E-02,1.82E-04,Soluble,Low,No,No,Yes,No,Yes,No,No,-3.27,1,0,0,0,2,0.55,0,2,2,3.42,
Artemisia annua,alpha-Caryophyllene (obsol.),CC1=CCC(C)(C)C=CCC(=CCC1)C,C15H24,204.35,15,0,0.6,0,0,0,70.42,0,3.27,4.55,5.04,4.53,3.91,4.26,-3.97,2.17E-02,1.06E-04,Soluble,-4.27,1.09E-02,5.34E-05,Moderately soluble,-3.52,6.19E-02,3.03E-04,Soluble,Low,No,No,No,No,Yes,No,No,-4.32,1,0,0,0,1,0.55,0,1,2,3.66,
Artemisia annua,beta-Eudesmene,C=C1CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,C15H24,204.35,15,0,0.73,1,0,0,68.78,0,3.31,5.44,4.73,4.63,4.43,4.51,-4.47,6.95E-03,3.40E-05,Moderately soluble,-5.2,1.30E-03,6.36E-06,Moderately soluble,-3.8,3.27E-02,1.60E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.68,1,0,0,0,2,0.55,0,1,2,3.42,
Artemisia annua,Costunolide,CC1=C[C@@H]2OC(=O)C(=C)[C@@H]2CCC(=CCC1)C,C15H20O2,232.32,17,0,0.53,0,2,0,69.85,26.3,2.81,2.09,3.55,3.26,3.25,2.99,-2.6,5.88E-01,2.53E-03,Soluble,-2.27,1.24E+00,5.34E-03,Soluble,-3.05,2.06E-01,8.85E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-6.23,0,0,0,0,0,0.55,0,2,1,4.29,
Artemisia annua,artemisinin,O=C1O[C@@H]2O[C@@]3(C)CC[C@@H]4[C@]2([C@H]([C@H]1C)CC[C@H]4C)OO3,C15H22O5,282.33,20,0,0.93,0,5,0,70.38,53.99,2.72,2.9,2.39,2.21,1.82,2.41,-3.42,1.08E-01,3.82E-04,Soluble,-3.69,5.71E-02,2.02E-04,Soluble,-2.03,2.61E+00,9.25E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-5.96,0,0,0,0,0,0.55,0,1,0,6.13,
Artemisia annua,beta-Santonin,C[C@H]1C(=O)O[C@H]2[C@H]1CC[C@@]1(C2=C(C)C(=O)C=C1)C,C15H18O3,246.3,18,0,0.6,0,3,0,68.15,43.37,2.26,2.29,2.42,2.38,2.64,2.4,-2.81,3.82E-01,1.55E-03,Soluble,-2.84,3.57E-01,1.45E-03,Soluble,-2.69,5.01E-01,2.03E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.18,0,0,0,0,0,0.55,0,0,1,4.27,
Artemisia annua,(E)-Phytol,OC/C=C(/CCC[C@@H](CCC[C@@H](CCCC(C)C)C)C)\C,C20H40O,296.53,21,0,0.9,13,1,1,98.94,20.23,4.77,8.19,6.36,5.25,6.57,6.23,-5.98,3.10E-04,1.05E-06,Moderately soluble,-8.47,9.94E-07,3.35E-09,Poorly soluble,-5.51,9.06E-04,3.05E-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,No,-2.29,1,1,1,1,2,0.55,0,1,2,4.3,
Artemisia annua,Stigmast-5-en-3beta-ol,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H50O,414.71,30,0,0.93,6,1,1,133.23,20.23,5.05,9.34,8.02,6.73,7.04,7.24,-7.9,5.23E-06,1.26E-08,Poorly soluble,-9.67,8.90E-08,2.15E-10,Poorly soluble,-6.19,2.69E-04,6.49E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.2,1,3,0,1,2,0.55,0,1,2,6.3,
Artemisia annua,Stigmasterol,CC[C@@H](C(C)C)/C=C/[C@@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,C29H48O,412.69,30,0,0.86,5,1,1,132.75,20.23,5.1,8.56,7.8,6.62,6.86,6.99,-7.46,1.43E-05,3.46E-08,Poorly soluble,-8.86,5.71E-07,1.38E-09,Poorly soluble,-5.47,1.40E-03,3.39E-06,Moderately soluble,Low,No,No,No,No,Yes,No,No,-2.74,1,3,0,1,2,0.55,0,1,2,6.21,
Artemisia annua,beta-Amyrenol,O[C@H]1CC[C@]2([C@@H](C1(C)C)CC[C@@]1([C@@H]2C=C[C@H]2[C@@]1(C)CC[C@@]1([C@H]2CC(C)(C)CC1)C)C)C,C30H50O,426.72,31,0,0.93,0,1,1,134.88,20.23,4.69,9.45,8.02,6.92,6.52,7.12,-8.44,1.55E-06,3.64E-09,Poorly soluble,-9.78,7.04E-08,1.65E-10,Poorly soluble,-6.71,8.23E-05,1.93E-07,Poorly soluble,Low,No,No,No,No,No,No,No,-2.19,1,3,0,1,2,0.55,0,1,2,6.11,
